City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Shima,CN,2021-11-01 04:41:00,24.4478,117.8111,80.62,55,41,9.22,scattered clouds
230,Upernavik,GL,2021-11-01 04:41:00,72.7868,-56.1549,27.03,95,100,5.23,light snow
231,Marawi,PH,2021-11-01 04:40:09,7.9986,124.2928,75.65,76,84,7.09,broken clouds
232,Poitiers,FR,2021-11-01 04:41:01,46.5833,0.3333,51.26,54,90,9.22,overcast clouds
233,Hollabrunn,AT,2021-11-01 04:41:02,48.55,16.0833,48.29,90,7,4.0,clear sky
234,Las Choapas,MX,2021-11-01 04:41:02,17.9333,-94.0833,69.19,85,28,2.95,scattered clouds
235,Victoria,HK,2021-11-01 04:41:03,22.2855,114.1577,82.45,66,32,3.0,scattered clouds
236,Yining,CN,2021-11-01 04:41:04,29.0361,114.5636,63.91,70,100,1.32,overcast clouds
237,Pangnirtung,CA,2021-11-01 04:38:24,66.1451,-65.7125,19.15,97,96,0.94,overcast clouds
238,Paris,FR,2021-11-01 04:37:40,48.8534,2.3488,49.14,90,75,4.0,broken clouds
239,Shiraoi,JP,2021-11-01 04:41:05,42.55,141.35,59.18,62,60,1.77,broken clouds
240,Ribeira Grande,PT,2021-11-01 04:41:05,38.5167,-28.7,70.74,87,100,7.34,overcast clouds
241,Torbay,CA,2021-11-01 04:41:06,47.6666,-52.7314,46.58,94,90,14.97,light intensity drizzle
242,Polson,US,2021-11-01 04:41:06,47.6936,-114.1632,32.77,73,0,1.59,clear sky
243,Coihaique,CL,2021-11-01 04:40:30,-45.5752,-72.0662,49.95,53,0,4.61,clear sky
244,Aleksandrov Gay,RU,2021-11-01 04:41:07,50.147,48.5704,43.47,57,0,6.62,clear sky
245,Ola,RU,2021-11-01 04:41:08,59.5833,151.2833,15.28,47,1,1.81,clear sky
246,Sayhat,SA,2021-11-01 04:41:08,26.4852,50.0405,80.58,55,0,8.52,clear sky
247,Makakilo City,US,2021-11-01 04:38:04,21.3469,-158.0858,79.12,71,20,8.05,few clouds
248,Toamasina,MG,2021-11-01 04:41:09,-18.1667,49.3833,73.4,94,75,4.61,broken clouds
249,Saldanha,ZA,2021-11-01 04:41:10,-33.0117,17.9442,62.65,74,77,15.84,light rain
250,Ciudad Bolivar,VE,2021-11-01 04:41:10,8.1222,-63.5497,76.75,81,100,6.51,overcast clouds
251,Turinsk,RU,2021-11-01 04:41:11,58.0458,63.696,37.49,97,100,9.91,light rain
252,Kieta,PG,2021-11-01 04:36:33,-6.2167,155.6333,81.86,78,93,1.83,light rain
253,Luganville,VU,2021-11-01 04:41:11,-15.5333,167.1667,80.51,75,47,9.8,scattered clouds
254,Bintulu,MY,2021-11-01 04:41:12,3.1667,113.0333,88.21,74,40,5.01,scattered clouds
255,Hannibal,US,2021-11-01 04:38:52,39.7084,-91.3585,41.92,65,1,0.0,clear sky
256,Kruisfontein,ZA,2021-11-01 04:41:13,-34.0033,24.7314,62.89,81,100,22.19,overcast clouds
257,Dabakala,CI,2021-11-01 04:41:13,8.3667,-4.4333,72.88,91,100,3.8,overcast clouds
258,Long Xuyen,VN,2021-11-01 04:41:14,10.3833,105.4167,85.95,55,75,7.16,broken clouds
259,Belaya Gora,RU,2021-11-01 04:41:14,68.5333,146.4167,-7.26,99,91,1.97,overcast clouds
260,Cherskiy,RU,2021-11-01 04:41:15,68.75,161.3,-3.53,99,100,5.57,overcast clouds
261,Deputatskiy,RU,2021-11-01 04:41:15,69.3,139.9,4.57,89,100,1.68,overcast clouds
262,Dembi Dolo,ET,2021-11-01 04:41:16,8.5333,34.8,60.85,69,21,5.26,few clouds
263,Altay,CN,2021-11-01 04:41:16,47.8667,88.1167,33.58,69,94,6.02,overcast clouds
264,Ortakoy,TR,2021-11-01 04:41:17,38.7373,34.0387,37.65,65,100,5.35,overcast clouds
265,Yumen,CN,2021-11-01 04:41:17,40.2833,97.2,50.56,22,100,17.18,overcast clouds
266,Tigil,RU,2021-11-01 04:41:18,57.8,158.6667,14.54,86,99,4.81,overcast clouds
267,Galle,LK,2021-11-01 04:41:18,6.0367,80.217,81.0,80,100,13.58,overcast clouds
268,Grand Baie,MU,2021-11-01 04:41:19,-20.0182,57.5802,79.45,70,1,7.0,clear sky
269,Waipawa,NZ,2021-11-01 04:41:19,-41.4122,175.5153,60.3,61,68,3.71,broken clouds
270,Kokuy,RU,2021-11-01 04:41:20,52.2037,117.5529,39.94,38,84,4.03,broken clouds
271,Baykit,RU,2021-11-01 04:41:20,61.67,96.37,22.42,93,100,3.36,snow
272,Inuvik,CA,2021-11-01 04:41:21,68.3499,-133.7218,34.56,69,75,6.91,broken clouds
273,Tyukhtet,RU,2021-11-01 04:41:21,56.5389,89.3011,21.99,73,100,13.35,overcast clouds
274,Pombas,CV,2021-11-01 04:41:22,17.1503,-25.0201,74.98,82,99,10.69,overcast clouds
275,Ambon,ID,2021-11-01 04:41:22,-3.6954,128.1814,87.94,70,40,6.91,scattered clouds
276,Sterlibashevo,RU,2021-11-01 04:41:23,53.4376,55.2578,42.67,76,37,14.14,scattered clouds
277,Rosetta,EG,2021-11-01 04:41:23,31.4044,30.4164,67.82,54,79,12.28,broken clouds
278,Luanda,AO,2021-11-01 04:37:30,-8.8368,13.2343,75.2,78,75,5.75,broken clouds
279,Jurm,AF,2021-11-01 04:41:24,36.8648,70.8342,44.44,62,48,0.63,scattered clouds
280,Banda Aceh,ID,2021-11-01 04:38:45,5.5577,95.3222,84.45,69,82,2.57,broken clouds
281,East London,ZA,2021-11-01 04:41:25,-33.0153,27.9116,69.08,72,95,13.33,overcast clouds
282,Vestmannaeyjar,IS,2021-11-01 04:41:25,63.4427,-20.2734,37.42,68,14,26.96,few clouds
283,Sembe,CG,2021-11-01 04:41:26,1.6481,14.5806,68.49,99,100,0.92,light rain
284,Kavieng,PG,2021-11-01 04:41:26,-2.5744,150.7967,85.41,68,65,13.65,broken clouds
285,Aitape,PG,2021-11-01 04:41:27,-3.1374,142.3475,77.97,87,100,4.09,heavy intensity rain
286,Camacha,PT,2021-11-01 04:40:22,33.0833,-16.3333,69.22,83,75,8.05,broken clouds
287,Lompoc,US,2021-11-01 04:41:27,34.6391,-120.4579,57.78,88,1,0.0,clear sky
288,Urumqi,CN,2021-11-01 04:40:10,43.801,87.6005,43.75,66,0,8.95,clear sky
289,Talcahuano,CL,2021-11-01 04:41:28,-36.7167,-73.1167,53.28,82,75,6.91,broken clouds
290,Geraldton,AU,2021-11-01 04:41:29,-28.7667,114.6,70.21,43,47,19.57,scattered clouds
291,Tacoronte,ES,2021-11-01 04:41:29,28.4769,-16.4102,67.98,65,0,1.99,clear sky
292,Sarkand,KZ,2021-11-01 04:36:34,45.41,79.9186,45.03,53,100,6.26,overcast clouds
293,Anloga,GH,2021-11-01 04:41:30,5.7947,0.8973,79.02,80,80,14.92,broken clouds
294,Aklavik,CA,2021-11-01 04:41:30,68.2191,-135.0107,34.52,89,100,8.1,overcast clouds
295,Arroyo,ES,2021-11-01 04:41:31,41.6096,-4.7969,54.14,87,75,10.36,broken clouds
296,Salalah,OM,2021-11-01 04:41:32,17.0151,54.0924,77.09,57,0,1.14,clear sky
297,Namtsy,RU,2021-11-01 04:41:32,62.7161,129.6658,14.11,92,100,3.04,overcast clouds
298,Yerbogachen,RU,2021-11-01 04:40:28,61.2767,108.0108,25.61,92,100,5.26,light snow
299,Biratnagar,NP,2021-11-01 04:41:33,26.4831,87.2834,78.78,56,0,1.68,clear sky
300,Lavrentiya,RU,2021-11-01 04:41:34,65.5833,-171.0,12.33,77,100,9.24,overcast clouds
301,Sao Joao Do Piaui,BR,2021-11-01 04:41:34,-8.3581,-42.2467,77.5,48,95,0.76,overcast clouds
302,Mana,GF,2021-11-01 04:41:35,5.6592,-53.7767,77.76,86,43,6.91,scattered clouds
303,Severo-Kurilsk,RU,2021-11-01 04:41:35,50.6789,156.125,36.12,54,65,22.24,broken clouds
304,Jaisalmer,IN,2021-11-01 04:41:36,26.9147,70.9181,84.2,21,0,16.82,clear sky
305,Ayia Galini,GR,2021-11-01 04:41:36,35.1,24.6833,63.99,82,50,6.98,scattered clouds
306,Moses Lake,US,2021-11-01 04:41:37,47.1301,-119.2781,43.48,38,8,7.27,clear sky
307,Kaili,ID,2021-11-01 04:41:37,-3.4626,120.2147,80.51,67,52,3.96,broken clouds
308,Tanout,NE,2021-11-01 04:41:38,14.9709,8.8879,76.68,21,84,11.01,broken clouds
309,Kloulklubed,PW,2021-11-01 04:37:33,7.0419,134.2556,86.5,69,96,6.15,overcast clouds
310,Doha,QA,2021-11-01 04:41:38,25.2867,51.5333,82.38,71,0,6.91,clear sky
311,Shache,CN,2021-11-01 04:41:39,38.4167,77.2406,54.3,21,33,7.81,scattered clouds
312,Roma,US,2021-11-01 04:39:47,43.2128,-75.4557,53.74,80,90,10.36,overcast clouds
313,Degtyarsk,RU,2021-11-01 04:41:40,56.704,60.0879,41.32,89,100,10.74,overcast clouds
314,Te Anau,NZ,2021-11-01 04:41:40,-45.4167,167.7167,50.02,87,99,5.84,overcast clouds
315,Russell,US,2021-11-01 04:41:41,32.3502,-85.1999,53.2,90,1,0.0,mist
316,Alyangula,AU,2021-11-01 04:41:41,-13.8483,136.4192,93.07,52,40,13.8,moderate rain
317,Lazaro Cardenas,MX,2021-11-01 04:41:42,17.9583,-102.2,77.9,82,92,2.77,overcast clouds
318,Yar-Sale,RU,2021-11-01 04:41:42,66.8333,70.8333,10.24,95,100,2.13,light snow
319,Pecos,US,2021-11-01 04:38:06,31.4229,-103.4932,61.3,44,1,5.75,clear sky
320,Mehamn,NO,2021-11-01 04:41:44,71.0357,27.8492,35.78,86,20,14.97,few clouds
321,Jaque,PA,2021-11-01 04:41:44,7.5175,-78.1703,76.32,89,100,4.25,light rain
322,Sevierville,US,2021-11-01 04:41:45,35.8681,-83.5618,53.11,89,46,2.19,scattered clouds
323,Eucaliptus,BO,2021-11-01 04:41:46,-17.5833,-67.5167,49.62,65,99,8.81,overcast clouds
324,Cockburn Town,TC,2021-11-01 04:41:46,21.4612,-71.1419,81.79,68,98,9.98,overcast clouds
325,Tazovskiy,RU,2021-11-01 04:41:47,67.4667,78.7,-4.11,95,26,8.81,scattered clouds
326,Wencheng,CN,2021-11-01 04:41:47,33.0559,113.7978,65.86,58,100,9.53,overcast clouds
327,Nelson,NZ,2021-11-01 04:41:48,-41.2833,173.2833,63.7,97,25,5.99,scattered clouds
328,Nizhniy Bestyakh,RU,2021-11-01 04:41:48,61.9594,129.9086,13.48,79,40,2.24,scattered clouds
329,Dingle,PH,2021-11-01 04:41:49,10.9995,122.6711,84.61,73,69,14.88,broken clouds
330,Wahiawa,US,2021-11-01 04:41:49,21.5028,-158.0236,77.32,76,20,8.05,few clouds
331,Vao,NC,2021-11-01 04:41:50,-22.6667,167.4833,71.73,74,23,23.13,few clouds
332,Kidal,ML,2021-11-01 04:39:01,18.4411,1.4078,79.95,17,34,8.97,scattered clouds
333,Fortuna,US,2021-11-01 04:37:40,40.5982,-124.1573,61.48,69,75,4.0,broken clouds
334,Santander Jimenez,MX,2021-11-01 04:41:51,24.2167,-98.4667,71.46,80,100,6.51,overcast clouds
335,Yarmouth,US,2021-11-01 04:41:52,41.7057,-70.2286,60.1,89,1,8.01,clear sky
336,Taoudenni,ML,2021-11-01 04:41:52,22.6783,-3.9836,75.11,24,0,11.23,clear sky
337,Bandarbeyla,SO,2021-11-01 04:41:53,9.4942,50.8122,80.56,70,71,15.79,broken clouds
338,Corrientes,AR,2021-11-01 04:41:42,-27.4806,-58.8341,76.96,83,0,0.0,clear sky
339,Port Lincoln,AU,2021-11-01 04:41:53,-34.7333,135.8667,67.77,52,29,7.65,scattered clouds
340,Barra Patuca,HN,2021-11-01 04:41:54,15.8,-84.2833,80.29,68,98,10.11,overcast clouds
341,Chokwe,MZ,2021-11-01 04:41:55,-24.5333,32.9833,72.99,68,0,2.24,clear sky
342,Shelburne,CA,2021-11-01 04:41:55,44.0787,-80.2041,44.85,94,87,18.05,overcast clouds
343,Codrington,AU,2021-11-01 04:41:56,-38.2667,141.9667,62.69,68,0,13.15,clear sky
344,Kenai,US,2021-11-01 04:41:56,60.5544,-151.2583,41.09,92,90,10.36,light rain
345,Kaitangata,NZ,2021-11-01 04:37:00,-46.2817,169.8464,57.92,59,94,11.95,overcast clouds
346,Moerai,PF,2021-11-01 04:41:57,-22.4333,-151.3333,73.99,74,97,20.71,overcast clouds
347,Adrar,MR,2021-11-01 04:41:58,20.5022,-10.0711,78.3,26,80,7.87,broken clouds
348,Klaksvik,FO,2021-11-01 04:41:58,62.2266,-6.589,41.92,77,100,21.97,overcast clouds
349,Ilhabela,BR,2021-11-01 04:41:59,-23.7781,-45.3581,69.89,97,100,6.55,overcast clouds
350,Bethel,US,2021-11-01 04:41:59,41.3712,-73.414,56.01,82,20,5.75,few clouds
351,Boysun,UZ,2021-11-01 04:42:00,38.2061,67.1986,47.62,49,2,2.33,clear sky
352,Obigarm,TJ,2021-11-01 04:42:00,38.7173,69.7088,47.08,38,3,2.55,clear sky
353,Kushmurun,KZ,2021-11-01 04:42:00,52.4503,64.6311,44.96,80,92,14.03,overcast clouds
354,Ossora,RU,2021-11-01 04:42:01,59.2353,163.0719,9.0,78,9,12.12,clear sky
355,Pangody,RU,2021-11-01 04:37:20,65.85,74.4859,-0.9,96,64,5.5,broken clouds
356,Ovsyanka,RU,2021-11-01 04:42:02,55.9575,92.5519,25.77,68,100,14.41,overcast clouds
357,Shebekino,RU,2021-11-01 04:42:02,50.4097,36.9136,35.02,88,0,6.53,clear sky
358,San Policarpo,PH,2021-11-01 04:42:03,12.1791,125.5072,82.78,78,69,12.88,broken clouds
359,Boddam,GB,2021-11-01 04:42:03,57.4667,-1.7833,44.38,84,33,13.09,moderate rain
360,Snezhnogorsk,RU,2021-11-01 04:42:04,69.1933,33.2531,26.38,91,89,10.04,overcast clouds
361,Ribeira Brava,PT,2021-11-01 04:42:04,32.65,-17.0667,70.72,77,41,0.98,scattered clouds
362,Pringsewu,ID,2021-11-01 04:42:05,-5.3582,104.9744,85.95,71,97,1.81,overcast clouds
363,Potosi,BO,2021-11-01 04:42:06,-19.5836,-65.7531,44.65,77,99,4.18,overcast clouds
364,Khatanga,RU,2021-11-01 04:42:06,71.9667,102.5,5.94,95,100,11.68,light snow
365,Hastings,GB,2021-11-01 04:39:46,50.8552,0.5729,53.35,73,92,23.85,overcast clouds
366,Santa Maria,BR,2021-11-01 04:42:08,-29.6842,-53.8069,68.63,89,82,3.44,broken clouds
367,Abu Kamal,SY,2021-11-01 04:42:08,34.4506,40.9171,70.47,55,71,11.1,broken clouds
368,Akdepe,TM,2021-11-01 04:42:09,42.0551,59.3788,42.8,33,0,7.87,clear sky
369,Tomohon,ID,2021-11-01 04:42:09,1.3346,124.8392,81.54,61,84,2.35,broken clouds
370,Amnat Charoen,TH,2021-11-01 04:42:10,15.9167,104.75,89.38,72,65,8.41,broken clouds
371,Dunedin,NZ,2021-11-01 04:37:37,-45.8742,170.5036,62.8,61,41,5.99,scattered clouds
372,Bahia Honda,CU,2021-11-01 04:42:11,22.9036,-83.1592,74.88,76,67,5.26,broken clouds
373,Kargil,IN,2021-11-01 04:42:11,34.5667,76.1,31.86,51,100,1.66,overcast clouds
374,Takhtamygda,RU,2021-11-01 04:42:12,54.1,123.5667,33.64,37,100,3.71,overcast clouds
375,Sao Paulo De Olivenca,BR,2021-11-01 04:42:12,-3.3783,-68.8725,73.26,97,90,0.81,overcast clouds
376,Skerries,IE,2021-11-01 04:42:13,53.5828,-6.1083,48.09,87,100,32.73,overcast clouds
377,Abu Samrah,SY,2021-11-01 04:42:13,35.3029,37.1841,66.15,60,41,9.62,scattered clouds
378,Sioux Lookout,CA,2021-11-01 04:42:14,50.1001,-91.917,32.38,93,90,9.22,light shower snow
379,Port Pirie,AU,2021-11-01 04:42:14,-33.1833,138.0167,82.49,20,30,10.67,scattered clouds
380,Nerchinskiy Zavod,RU,2021-11-01 04:42:15,51.3088,119.61,35.94,36,43,13.15,scattered clouds
381,Jibuti,DJ,2021-11-01 04:42:15,11.5,42.5,78.24,58,58,19.1,broken clouds
382,Haines Junction,CA,2021-11-01 04:42:16,60.7522,-137.5108,24.75,74,100,3.44,overcast clouds
383,Sao Joao Da Barra,BR,2021-11-01 04:42:16,-21.6403,-41.0511,69.96,93,100,16.15,light rain
384,Huntingdon,GB,2021-11-01 04:42:17,52.3305,-0.1865,50.18,82,81,20.0,broken clouds
385,Razdolinsk,RU,2021-11-01 04:42:18,58.4211,94.6658,24.35,75,100,14.7,overcast clouds
386,Severobaykalsk,RU,2021-11-01 04:42:18,55.65,109.3167,33.35,78,98,0.85,overcast clouds
387,Tutoia,BR,2021-11-01 04:42:19,-2.7619,-42.2744,78.42,87,96,12.59,overcast clouds
388,Artyom,AZ,2021-11-01 04:42:19,40.4723,50.333,57.34,81,87,11.79,overcast clouds
389,Pyskowice,PL,2021-11-01 04:42:20,50.4,18.6333,48.7,75,0,4.0,clear sky
390,Oriximina,BR,2021-11-01 04:42:21,-1.7656,-55.8661,75.15,88,65,2.75,broken clouds
391,Ahipara,NZ,2021-11-01 04:42:21,-35.1667,173.1667,59.9,64,32,12.86,scattered clouds
392,Pantai Remis,MY,2021-11-01 04:42:22,4.4557,100.6288,91.42,68,99,5.12,overcast clouds
393,Dekar,BW,2021-11-01 04:42:22,-21.5333,21.9333,71.67,11,0,10.16,clear sky
394,Carauari,BR,2021-11-01 04:42:23,-4.8828,-66.8958,73.63,98,61,1.99,broken clouds
395,Limon,CR,2021-11-01 04:42:23,10.0,-83.0333,75.54,92,100,8.5,overcast clouds
396,Komsomolskiy,UZ,2021-11-01 04:42:24,40.4272,71.7189,49.42,57,5,2.3,clear sky
397,Najran,SA,2021-11-01 04:42:12,17.4924,44.1277,59.65,32,7,5.53,clear sky
398,Swellendam,ZA,2021-11-01 04:42:24,-34.0226,20.4417,62.58,75,100,5.73,overcast clouds
399,Tarragona,ES,2021-11-01 04:42:15,41.129,1.249,67.84,64,0,11.5,light rain
400,Umea,SE,2021-11-01 04:42:25,63.8284,20.2597,42.73,100,90,2.3,mist
401,Ornskoldsvik,SE,2021-11-01 04:42:25,63.2909,18.7153,40.82,100,74,3.44,broken clouds
402,Barra Do Bugres,BR,2021-11-01 04:42:26,-15.0725,-57.1811,69.94,90,93,2.64,overcast clouds
403,Sari,IR,2021-11-01 04:42:26,36.5633,53.0601,53.19,100,11,2.3,few clouds
404,Mitzic,GA,2021-11-01 04:42:27,0.7821,11.549,67.8,99,100,2.06,overcast clouds
405,Nanortalik,GL,2021-11-01 04:42:28,60.1432,-45.2371,33.82,62,49,8.52,scattered clouds
406,Olga,RU,2021-11-01 04:42:28,43.7444,135.2892,49.03,74,100,7.36,light rain
407,Narimanov,RU,2021-11-01 04:42:29,46.6927,47.8498,48.11,63,100,9.93,overcast clouds
408,Camana,PE,2021-11-01 04:42:29,-16.6228,-72.7111,64.53,85,11,6.31,few clouds
409,Auki,SB,2021-11-01 04:42:30,-8.7676,160.7034,80.53,83,100,4.99,overcast clouds
410,Bardiyah,LY,2021-11-01 04:42:30,31.7561,25.0865,68.72,69,67,14.0,broken clouds
411,Portland,US,2021-11-01 04:37:55,45.5234,-122.6762,54.19,47,1,1.01,clear sky
412,Jackson,US,2021-11-01 04:42:31,42.4165,-122.8345,56.16,88,1,3.44,clear sky
413,Sao Felix Do Xingu,BR,2021-11-01 04:42:32,-6.6447,-51.995,71.11,99,82,0.29,broken clouds
414,Yaan,NG,2021-11-01 04:42:32,7.3833,8.5667,72.99,93,41,5.26,scattered clouds
415,Puerto Del Rosario,ES,2021-11-01 04:42:33,28.5004,-13.8627,67.75,77,0,12.66,clear sky
416,Nizwa,OM,2021-11-01 04:42:33,22.9333,57.5333,85.06,15,0,4.92,clear sky
417,Rio Gallegos,AR,2021-11-01 04:42:34,-51.6226,-69.2181,48.25,53,0,29.93,clear sky
418,Hirara,JP,2021-11-01 04:42:34,24.8,125.2833,82.26,69,40,9.22,scattered clouds
419,Yokadouma,CM,2021-11-01 04:42:35,3.5167,15.05,68.22,100,100,1.68,overcast clouds
420,Krasnoselkup,RU,2021-11-01 04:42:36,65.7,82.4667,5.32,93,100,13.31,overcast clouds
421,Derecske,HU,2021-11-01 04:42:36,47.35,21.5667,34.25,100,0,3.44,mist
422,Ternate,ID,2021-11-01 04:42:37,0.8,127.4,83.91,71,99,3.09,overcast clouds
423,Alindao,CF,2021-11-01 04:42:37,5.0267,21.2088,71.37,96,100,1.52,overcast clouds
424,Alugan,PH,2021-11-01 04:42:38,12.2188,125.4808,82.63,78,63,12.33,broken clouds
425,Olovyannaya,RU,2021-11-01 04:42:38,50.95,115.5667,41.49,47,91,15.37,overcast clouds
426,Kyabe,TD,2021-11-01 04:42:39,9.4515,18.9449,75.24,54,72,2.95,broken clouds
427,Chimay,BE,2021-11-01 04:42:39,50.0486,4.3171,46.89,95,55,13.76,broken clouds
428,Guerrero Negro,MX,2021-11-01 04:41:20,27.9769,-114.0611,62.96,87,0,9.66,clear sky
429,Flinders,AU,2021-11-01 04:42:40,-34.5833,150.8552,76.28,65,100,5.01,overcast clouds
430,Tocopilla,CL,2021-11-01 04:42:41,-22.092,-70.1979,63.88,70,0,1.52,clear sky
431,Charlottesville,US,2021-11-01 04:42:41,38.0293,-78.4767,52.7,92,0,3.91,clear sky
432,Harper,LR,2021-11-01 04:42:42,4.375,-7.7169,76.98,87,85,6.55,overcast clouds
433,Mabai,CN,2021-11-01 04:42:42,23.0128,104.4508,58.6,99,100,2.71,overcast clouds
434,Dali,CN,2021-11-01 04:42:43,25.7,100.1833,67.62,44,6,6.35,clear sky
435,Messina,IT,2021-11-01 04:42:43,38.1933,15.5497,65.17,87,40,3.44,scattered clouds
436,Nagato,JP,2021-11-01 04:42:44,34.3833,131.2,71.55,53,100,9.69,overcast clouds
437,Honningsvag,NO,2021-11-01 04:42:44,70.9821,25.9704,35.35,87,40,13.8,scattered clouds
438,Mount Gambier,AU,2021-11-01 04:42:45,-37.8333,140.7667,71.51,33,2,6.91,clear sky
439,Mangrol,IN,2021-11-01 04:38:23,21.1167,70.1167,82.78,33,7,6.29,clear sky
440,Smithers,CA,2021-11-01 04:42:46,54.7804,-127.1743,26.92,80,1,4.61,clear sky
441,Xifeng,CN,2021-11-01 04:42:46,42.7372,124.7222,40.3,79,100,5.21,overcast clouds
442,Eenhana,NA,2021-11-01 04:42:46,-17.4667,16.3333,66.58,20,24,5.12,few clouds
443,Nishihara,JP,2021-11-01 04:42:47,26.1842,127.7558,80.26,65,40,16.11,scattered clouds
444,Rurrenabaque,BO,2021-11-01 04:42:48,-14.4413,-67.5278,77.09,66,62,2.33,broken clouds
445,Darhan,MN,2021-11-01 04:42:48,49.4867,105.9228,42.26,44,100,11.39,overcast clouds
446,Korla,CN,2021-11-01 04:42:49,41.7597,86.1469,54.54,22,13,4.38,few clouds
447,Mao,ES,2021-11-01 04:42:49,39.8885,4.2658,72.16,83,0,9.22,clear sky
448,Chum Phae,TH,2021-11-01 04:42:50,16.5443,102.0992,81.0,75,98,4.25,overcast clouds
449,Izhma,RU,2021-11-01 04:42:50,65.0083,53.9113,4.51,95,19,3.69,few clouds
450,Kalmunai,LK,2021-11-01 04:42:51,7.4167,81.8167,85.95,69,76,8.16,broken clouds
451,Suez,EG,2021-11-01 04:42:51,29.9737,32.5263,75.7,53,100,1.86,overcast clouds
452,Oranjemund,NA,2021-11-01 04:42:52,-28.55,16.4333,60.78,75,100,10.22,overcast clouds
453,Saint-Francois,FR,2021-11-01 04:42:52,46.4154,3.9054,51.24,91,90,2.3,overcast clouds
454,Avera,US,2021-11-01 04:42:53,33.194,-82.5271,55.71,83,0,5.64,clear sky
455,Leningradskiy,RU,2021-11-01 04:42:53,69.3833,178.4167,-1.03,87,99,11.72,overcast clouds
456,Kudahuvadhoo,MV,2021-11-01 04:42:54,2.6708,72.8944,83.35,74,25,20.47,scattered clouds
457,Hofn,IS,2021-11-01 04:42:54,64.2539,-15.2082,39.51,60,100,28.39,overcast clouds
